18	"EU Week Ahead March 10-14: Bank Resolution, Transparency, Ukraine"	http://blogs.wsj.com/brussels/2014/03/10/eu-week-ahead-march-10-14-bank-resolution-transparency-ukraine/	Wall Street Journal \(blog\)	b
19	ECB member Noyer is 'very open to all kinds of tools'	http://www.ifamagazine.com/news/ecb-member-noyer-is-very-open-to-all-kinds-of-tools-294431	IFA Magazine	b
20	"Euro Anxieties Wane as Bunds Top Treasuries, Spain Debt Rallies"	http://www.businessweek.com/news/2014-03-10/german-bonds-beat-treasuries-with-yield-spread-widest-in-7-years	Businessweek	b
21	Noyer Says Strong Euro Creates Unwarranted Economic Pressure (1)	http://www.businessweek.com/news/2014-03-10/noyer-says-stronger-euro-creates-unwarranted-pressure-on-economy	Businessweek	b
22	Noyer Says Stronger Euro Creates Unwarranted Pressure on Economy	http://www.sfgate.com/business/bloomberg/article/Noyer-Says-Stronger-Euro-Creates-Unwarranted-5303368.php	San Francisco Chronicle	b
23	Bad loan triggers key feature in ECB bank test announcement: sources	http://www.globalpost.com/dispatch/news/thomson-reuters/140310/bad-loan-triggers-key-feature-ecb-bank-test-announcement-source	GlobalPost	b
24	"China's trade deficit and structural worries in Europe, among the main issues"	http://www.fxstreet.com/analysis/strategic-currency-briefing/2014/03/10/	FXstreet.com	b
25	10 Things You Need To Know This Morning	http://www.businessinsider.com/opening-bell-monday-10-2014-3	Business Insider	b
26	ECB's Noyer not Happy With Euro Strength -- Update	http://online.wsj.com/article/BT-CO-20140310-705733.html	Wall Street Journal	b
27	Eurozone banks' sovereign exposure hits new high	http://www.ekathimerini.com/4dcgi/_w_articles_wsite2_1_10/03/2014_538029	Kathimerini	b
28	ECB to reveal bad loan hurdles for euro zone bank test	http://www.irishtimes.com/business/sectors/financial-services/ecb-to-reveal-bad-loan-hurdles-for-euro-zone-bank-test-1.1719128	Irish Times	b
29	Forex Market: EUR/USD retreats from 2-1/2-year highs as stronger euro seen  ...	http://www.binarytribune.com/2014/03/10/forex-market-eurusd-retreats-from-2-12-year-highs-as-stronger-euro-seen-creating-pressure-on-economy/	Binary Tribune	b
30	REFILE-Bad loan triggers key feature in ECB bank test announcement- sources	http://in.reuters.com/article/2014/03/10/eurozone-bank-tests-idINL6N0M71F020140310	Reuters	b
31	UPDATE 1-ECB to reveal bad loan hurdles for euro zone bank test -sources	http://in.reuters.com/article/2014/03/10/eurozone-bank-tests-idINL6N0M70XH20140310	Reuters	b
32	ECB to reveal bad loan hurdles for euro zone bank test - sources	http://www.euronews.com/business-newswires/2393252-ecb-to-reveal-bad-loan-hurdles-for-euro-zone-bank-test-sources/	euronews	b
33	ECB requires tougher call on bad loan definition	http://www.ifamagazine.com/news/ecb-requires-tougher-call-on-bad-loan-definition-294417	IFA Magazine	b
34	ECB to reveal bad loan hurdles for bank tests?	http://www.rte.ie/news/business/2014/0310/601277-ecb-stress-tests/	RTE.ie	b
35	10 Things You Need To Know Before The Opening Bell	http://www.businessinsider.in/10-Things-You-Need-To-Know-Before-The-Opening-Bell/articleshow/31790677.cms	Businessinsider India	b
36	Central banks must contain threats from low prices: ECB's Noyer	http://www.reuters.com/article/2014/03/10/us-ecb-noyer-idUSBREA290GC20140310	Reuters	b
37	UPDATE 1-Central banks must contain threat from low prices -Noyer	http://in.reuters.com/article/2014/03/10/ecb-noyer-idINL6N0M71FQ20140310	Reuters	b
38	ECB's Noyer says 'not happy' with euro's rise	http://in.reuters.com/article/2014/03/10/ecb-noyer-idINL6N0M71B320140310	Reuters	b
39	ECB's Noyer: Low inflation may hamper adjustment	http://www.marketwatch.com/story/ecbs-noyer-low-inflation-may-hamper-adjustment-2014-03-10	MarketWatch	b
40	ECB's Christian Noyer says 'not happy' with euro's rise	http://economictimes.indiatimes.com/news/international/business/ecbs-christian-noyer-says-not-happy-with-euros-rise/articleshow/31787854.cms	Economic Times	b
41	Sterling at one-month low as ECB policy stance lifts euro	http://economictimes.indiatimes.com/markets/forex/sterling-at-one-month-low-as-ecb-policy-stance-lifts-euro/articleshow/31786121.cms	Economic Times	b
42	EU aims for deal on tackling failing banks next week	http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140310&amp;id=17418699	MSN Money	b
43	Failing banks focus of EU talks	http://www.irishexaminer.com/business/failing-banks-focus-of-eu-talks-261384.html	Irish Examiner	b
44	Business growth in euro zone rises to 32-month high	http://main.omanobserver.om/\?p=63092	Oman Daily Observer	b
45	Poking the eurozone bear	http://www.europeanvoice.com/article/2014/march/poking-the-eurozone-bear/79982.aspx	European Voice	b
46	ECB Unlocks Door for Further Euro Strength - Will Data Allow?	http://www.dailyfx.com/forex/fundamental/forecast/weekly/eur/2014/03/08/ECB_Unlocks_Door_for_Further_Euro_Strength_Will_Data_Allow.html	DailyFX	b
47	Omega's Cooperman says eBay should spin off portion of PayPal: CNBC	"http://www.chicagotribune.com/business/sns-rt-us-funds-hedge-cooperman-20140310,0,676164.story"	Chicago Tribune	b
48	"EBay, Icahn talk smack"	http://blog.seattlepi.com/techchron/2014/03/10/ebay-icahn-talk-smack/	Seattle Post Intelligencer \(blog\)	b
49	Both ways	http://www.business-standard.com/article/opinion/both-ways-114031001089_1.html	Business Standard	b
50	Why eBay Spinning Off Paypal Makes Sense	http://www.dailyfinance.com/2014/03/10/why-ebay-spinning-off-paypal-makes-sense/	DailyFinance	b
51	Carl Icahn Rift Hurts eBay (EBAY)	http://www.thestreet.com/story/12523308/1/carl-icahn-rift-hurts-ebay-ebay.html	TheStreet.com	b
52	EBay rejects Icahn slate of directors	http://www.news-sentinel.com/apps/pbcs.dll/article\?AID=/20140310/AP01/303109948	News Sentinel	b
53	CARL ICAHN: eBay Shareholders Lost $4 Billion Because Of The CEO's  ...	http://www.businessinsider.in/CARL-ICAHN-eBay-Shareholders-Lost-4-Billion-Because-Of-The-CEOs-Incompetence/articleshow/31793651.cms	Businessinsider India	b
54	Ebay to Shareholders: Vote Against Icahn Nominees	http://www.foxbusiness.com/industries/2014/03/10/ebay-asks-shareholders-to-vote-against-icahn-board-nominees/	Fox Business	b
55	"EBay rejects Icahn board nominees, asks investors to do same"	http://www.reuters.com/article/2014/03/10/us-ebay-icahn-idUSBREA1Q1CB20140310	Reuters	b
56	Icahn Targets Ebay Chief Donahoe After Company Rejects Board Slate	http://www.forbes.com/sites/steveschaefer/2014/03/10/icahn-targets-ebay-chief-donahoe-after-company-rejects-board-slate/	Forbes	b
57	TECH STOCKS: EBay And Icahn Keep Trading Punches	http://english.capital.gr/News.asp\?id=1972486	Capital.gr \(press release\)	b
58	EBay asks shareholders to vote against Carl Icahn board nominees	http://economictimes.indiatimes.com/news/international/business/ebay-asks-shareholders-to-vote-against-carl-icahn-board-nominees/articleshow/31798075.cms	Economic Times	b
59	EBay asks shareholders to vote against Icahn board nominees	http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx	bnn.ca	b
60	EBay and Icahn keep trading punches	http://www.marketwatch.com/story/ebay-and-icahn-keep-trading-punches-2014-03-10	MarketWatch	b
61	EBay Rejects Icahn Board Picks As Activist Strikes Again	http://www.law360.com/articles/516743/ebay-rejects-icahn-board-picks-as-activist-strikes-again	Law360 \(subscription\)	b
62	EBay Asks Shareholders To Vote Against PayPal Split While Icahn Claims CEO  ...	http://techcrunch.com/2014/03/10/ebay-asks-shareholders-to-vote-against-paypal-split-while-icahn-claims-ceo-incompetence-cost-4b/	TechCrunch	b
63	"EBay rejects Carl Icahn's director nominees, urges reelection of its 4 directors"	http://www.globalpost.com/dispatch/news/the-canadian-press/140310/ebay-rejects-carl-icahns-director-nominees-urges-reelection-	GlobalPost	b
64	EBay CEO Donahoe's Pay Drops by 53% to $13.8 Million for 2013	http://www.businessweek.com/news/2014-03-10/ebay-ceo-donahoe-s-pay-drops-by-53-percent-to-13-dot-8-million-for-2013	Businessweek	b
65	eBay Rejects Carl Icahn's Board Nominees And Says His Attacks Are 'False And  ...	http://www.businessinsider.in/eBay-Rejects-Carl-Icahns-Board-Nominees-And-Says-His-Attacks-Are-False-And-Misleading/articleshow/31796115.cms	Businessinsider India	b
66	"EBay rejects Carl Icahn board nominees, asks investors to do same"	http://www.livemint.com/Companies/reFKQhuvTX38786ewbP6GM/EBay-rejects-Carl-Icahn-board-nominees-asks-investors-to-do.html	Livemint	b
67	"eBay's John Donahoe talks Icahn, conflicts, and $100 stock price (someday)"	http://tech.fortune.cnn.com/2014/03/10/ebay-john-donahoe-icahn/	Fortune	b
68	EBay urgest shareholders to reject Icahn's board nominees	http://www.cnbc.com/id/101464754	CNBC.com	b
69	Carl Icahn slams eBay CEO	http://www.cityam.com/blog/1394460724/carl-icahn-slams-ebay-ceo	CITY A.M. \(blog\)	b
70	Icahn Claims Inexcusable Incompetence of eBay CEO Cost Stockholders $4 Billion	http://wallstreetpit.com/102929-icahn-claims-inexcusable-incompetence-of-ebay-ceo-cost-stockholders-4-billion/	Wall Street Pit	b
71	"EBay rejects Carl Icahn's director nominees, urges reelection of its 4 directors  ..."	http://www.tribtown.com/view/story/6e4d19ec554a43548961a1e049e1265d/US--EBay-Proxy-fight	The Tribune	b
72	"UPDATE 1-EBay rejects Icahn board nominees, asks investors to do same"	http://in.reuters.com/article/2014/03/10/ebay-icahn-idINL2N0M70SN20140310	Reuters	b
73	"EBay rejects Icahn board nominees, urges investors to do same"	http://www.theglobeandmail.com/report-on-business/international-business/us-business/ebay-urges-shareholders-to-vote-against-icahn-board-nominees/article17391847/	The Globe and Mail	b
74	Carl Icahn: Donahoe Cost eBay Investors More Than $4B	http://www.valuewalk.com/2014/03/carl-icahn-donahoe-cost-ebay-investors-more-than-4b/	ValueWalk	b
75	EBay urges shareholders to vote against Icahn board nominees	http://www.theglobeandmail.com/report-on-business/ebay-urges-shareholders-to-vote-against-icahn-board-nominees/article17391847/	The Globe and Mail	b
76	eBay asks stockholders to oppose Icahn nominees	http://news.muckety.com/2014/03/10/ebay-asks-stockholders-to-oppose-icahn-nominees/46191	Muckety	b
77	EBay says Carl Icahn's board picks 'not qualified'	http://www.marketwatch.com/story/ebay-says-carl-icahns-board-picks-not-qualified-2014-03-10\?link=MW_latest_news	MarketWatch	b
78	McDonald's struggles worsened by snow	http://www.bradenton.com/2014/03/10/5037718/mcdonalds-february-us-sales-chilled.html	Bradenton Herald	b
79	Food: McDonald's game plan to win back customers	http://www.newsherald.com/lifestyles/food-mcdonald-s-game-plan-to-win-back-customers-1.289028	The News Herald	b
80	McDonald's Reports Drop In February Global Sales	http://www.kpinsider.com/167497/mcdonalds-reports-drop-in-february-global-sales.html	KP Insider	b
81	McDonald's game plan to win back customers	http://www.stamfordadvocate.com/business/article/McDonald-s-game-plan-to-win-back-customers-5303654.php	The Advocate	b
82	McDonald's sales decline as chain looks to adapt to changing tastes	http://www.newser.com/article/af181ca95ef9466b8bef4cc344b43539/mcdonalds-sales-decline-as-chain-looks-to-adapt-to-changing-tastes.html	Newser	b
83	3 things to watch for as McDonald's fights to boost US sales	http://www.globalpost.com/dispatch/news/the-canadian-press/140310/3-things-watch-mcdonalds-fights-boost-us-sales	GlobalPost	b
84	McDonald's sales dip amid shifting eating habits	http://www.ocala.com/article/20140310/APF/303109823	Ocala	b
85	"McDonald's sales dip amid shifting eating habits, worsened by snow"	http://www.deseretnews.com/article/765649410/McDonalds-sales-dip-amid-shifting-eating-habits.html	Deseret News	b
86	McDonald's February US sales chilled by weather	http://www.tuscaloosanews.com/article/20140310/APF/303109823	Tuscaloosa News \(subscription\)	b
87	McDonald's US sales fall 1.4 per cent in February as chain looks to adapt to  ...	http://www.globalpost.com/dispatch/news/the-canadian-press/140310/mcdonalds-us-sales-fall-14-cent-february-hampered-again-bad-	GlobalPost	b
88	McDonald's Corporation (MCD) February Sales Results Decline	http://www.valuewalk.com/2014/03/mcdonalds-corporation-mcd-february-sales-results-decline/	ValueWalk	b
89	McDonald's sales decline as chain looks to adapt to changing tastes | The  ...	http://www.tribtown.com/view/story/4c479367a7c94bad9c69468c3fe7e7e3/US--McDonalds-Sales	The Tribune	b
90	McDonald's to try build-your-own-burger menu	http://www.theindychannel.com/news/daily-extras/mcdonalds-to-try-build-your-own-burger-menu	WRTV Indianapolis	b
91	McDonald's US sales continue to struggle in February	http://www.gmanetwork.com/news/story/351951/economy/companies/mcdonald-s-us-sales-continue-to-struggle-in-february	GMA News	b
92	$5 20-piece chicken nuggets didn't help McDonald's reverse US sales decline	http://blogs.marketwatch.com/behindthestorefront/2014/03/10/5-20-piece-chicken-nuggets-didnt-help-mcdonalds-reverse-u-s-sales-decline/	MarketWatch \(blog\)	b
93	Burn: McDonald's Business Did Not Heat Up in February	http://wallstcheatsheet.com/business/burn-mcdonalds-business-did-not-heat-up-in-february.html/\?a=viewall	Wall St. Cheat Sheet	b
94	McDonald's February same-restaurant sales fall 0.3%	http://www.bnn.ca/News/2014/3/10/McDonalds-February-same-restaurant-sales-fall-03.aspx	bnn.ca	b
95	McDonald's posts weak February sales results	http://www.proactiveinvestors.com/companies/news/52649/mcdonalds-posts-weak-february-sales-results-52649.html	Proactive Investors USA \& Canada	b
96	UPDATE 2-McDonald's US sales continue to struggle in February	http://www.reuters.com/article/2014/03/10/mcdonalds-sales-idUSL2N0M70PB20140310	Reuters	b
97	McDonald's Sales Slip as Americans' Eating Habits Shift	http://www.dailyfinance.com/2014/03/10/mcdonalds-february-sales-chilled-winter-weather/	DailyFinance	b
98	"Five Guys, Chipotle continue to take bites out of McDonald's sales"	http://www.courierpress.com/news/2014/mar/10/five-guys-chipotle-continue-take-bites-out-mcdonal/	Evansville Courier \& Press	b
99	McDonald's reports lower US sales amid bitter cold winter	http://www.nj.com/business/index.ssf/2014/03/bitter_cold_winter_pushes_down_mcdonalds_4th_quarter_earnings.html	The Star-Ledger	b
100	McDonald's Not Lovin' US Sales	http://www.newsledge.com/mcdonalds-lovin-u-s-sales-5418	The News Ledge	b
101	"McDonald's Reports a 0.3 Percent Drop in February Sales, U.S. Down 1.4 percent"	http://www.benzinga.com/news/earnings/14/03/4377303/mcdonalds-reports-a-0-3-percent-drop-in-february-sales-u-s-down-1-4-perc	Benzinga	b
102	McDonald's February Sales Slip on US Weakness	http://www.foxbusiness.com/industries/2014/03/10/mcdonalds-global-comp-sales-dip-03-in-february/	Fox Business	b
103	McDonald's February same-restaurant sales fall 0.3 percent	http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140310&amp;id=17419449	MSN Money	b
104	McDonald's Sales Tank In February	http://time.com/18190/mcdonalds-sales-tank-in-february/	TIME	b
105	McDonald's sales slump for fourth-straight month	http://business.financialpost.com/2014/03/10/mcdonalds-sales-slump-for-fourth-straight-month/	Financial Post	b
106	McDonald's Blames Weak Sales On Weather	http://www.huffingtonpost.com/2014/03/10/mcdonalds-sales-winter_n_4933738.html\?utm_hp_ref=food&amp;ir=Food	Huffington Post	b
107	McDonald's February Sales Threaten First-Quarter Margins	http://247wallst.com/services/2014/03/10/mcdonalds-february-sales-threaten-first-quarter-margins/	24\/7 Wall St.	b
108	"McDonald's US sales fall 1.4 per cent in February, hampered again by bad  ..."	http://www.brandonsun.com/business/breaking-news/mcdonalds-us-sales-fall-14-per-cent-in-february-hampered-again-by-bad-winter-weather-249265051.html\?thx=y	Brandon Sun	b
109	McDonald's Reports February Global Comparable Sales	http://www.marketwatch.com/story/mcdonalds-reports-february-global-comparable-sales-2014-03-10\?reflink=MW_news_stmp	MarketWatch	b
110	Stock market live blog: S&P 500 retreats from record after downbeat China data	http://blogs.marketwatch.com/thetell/2014/03/10/stock-market-live-blog-sp-500-retreats-from-record-after-downbeat-china-data/	MarketWatch \(blog\)	b
111	Wall Street edges lower after record; Boeing drags	http://money.msn.com/business-news/article.aspx\?feed=OBR&amp;date=20140310&amp;id=17397149	MSN Money	b
112	"Five years after stock meltdown, most Cleveland-area companies have  ..."	http://www.cleveland.com/business/index.ssf/2014/03/five_years_after_stock_meltdow.html	The Plain Dealer	b
113	"Weak China exports weigh on stocks, hit commodities"	http://www.livemint.com/Money/1Dp2lXhREFGhKVQlhD6QLL/Weak-China-exports-weigh-on-stocks-hit-commodities.html	Livemint	b
114	Earnings Season And the Dow: An Early Look	http://www.fool.com/investing/general/2014/03/10/earnings-season-and-the-dow-an-early-look.aspx	Motley Fool	b
115	"US stocks dip on weak Asian data, Ukraine"	http://www.brecorder.com/markets/equity/americas/161668-us-stocks-dip-on-weak-asian-data-ukraine.html	Business Recorder	b
116	Major Averages Climb Off Lows But Remain In The Red	http://www.lse.co.uk/AllNews.asp\?code=hopg3kmw&amp;headline=Major_Averages_Climb_Off_Lows_But_Remain_In_The_Red	London South East	b
117	Disappointing Chinese Trade Data Weighing On Wall Street - US Commentary	http://www.lse.co.uk/AllNews.asp\?code=vu7mr1g4&amp;headline=Disappointing_Chinese_Trade_Data_Weighing_On_Wall_Street__US_Commentary	London South East	b
118	Stocks fall on weak China export data	http://www.courier-journal.com/usatoday/article/6249183	The Courier-Journal	b
119	Global Growth Worries May Pressure Stocks	http://www.rttnews.com/2283409/global-growth-worries-may-pressure-stocks.aspx\?utm_source=google&amp;utm_campaign=sitemap	RTT News	b
120	Stocks slip as investors keep eye on Asia	http://money.cnn.com/2014/03/10/investing/stocks-markets/	CNNMoney	b
121	Stocks Down At Midday On Weak China Export Data	http://news.investors.com/investing-stock-market-today/031014-692648-stocks-down-in-weak-volume.htm	Investor's Business Daily	b
122	Midday Market Stats: The Boeing Company Pressures the Dow Jones Industrial  ...	http://www.schaeffersresearch.com/commentary/content/blogs/midday+market+stats+the+boeing+company+pressures+the+dow+jones+industrial+average/trading_floor_blog.aspx\?blogid=120103	Schaeffers Research \(blog\)	b
123	Wall Street edges lower after S&P's record close	http://www.buenosairesherald.com/article/154063/wall-street-edges-lower-after-sps-record-close	Buenos Aires Herald	b
124	Wall St down on Asian data	http://www.businessspectator.com.au/news/2014/3/11/financial-markets/wall-st-down-asian-data	Business Spectator	b
125	"Stock Market News for March 10, 2014 - Market News"	http://www.nasdaq.com/article/stock-market-news-for-march-10-2014-market-news-cm333779	NASDAQ	b
126	U.S. stocks open lower in subdued trade; Dow Jones down 0.28%	http://www.nasdaq.com/article/us-stocks-open-lower-in-subdued-trade-dow-jones-down-028-cm333737	NASDAQ	b
127	Stocks Seeing Modest Weakness In Early Trading - U.S. Commentary	http://www.rttnews.com/2283436/stocks-seeing-modest-weakness-in-early-trading-u-s-commentary.aspx\?type=uscom	RTT News	b
128	"Today's Stock market DJIA Dow Jones Industrial Average, Nasdaq, S&P 500;"	http://www.learningandfinance.com/2014/03/10/todays-stock-market-djia-dow-jones-industrial-average-nasdaq-s/	Learning and Finance	b
129	"US: Stocks open lower on weak Asian data, Ukraine"	http://www.businesstimes.com.sg/breaking-news/stock-markets/us-stocks-open-lower-weak-asian-data-ukraine-20140310	Business Times \(subscription\)	b
130	Stocks slip slightly	http://www.hartfordbusiness.com/article/20140310/NEWS02/303109977	Hartford Business	b
131	Major Averages Posting Modest Losses In Early Trading	http://www.rttnews.com/2283435/major-averages-posting-modest-losses-in-early-trading.aspx\?type=mu&amp;utm_source=google&amp;utm_campaign=sitemap	RTT News	b
132	Wall street edges lower after record	http://www.iol.co.za/business/international/wall-street-edges-lower-after-record-1.1659082	Independent Online	b
133	US STOCKS-Wall Street edges lower after record; Boeing drags	http://in.reuters.com/article/2014/03/10/markets-usa-stocks-idINL2N0M70WJ20140310	Reuters	b
134	Bull market celebrates its 5th birthday: But is the party over?	http://finance.yahoo.com/blogs/daily-ticker/the-stock-market-rally-is-5-years-old-today--can-it-last-another-year--141435188.html	Yahoo Finance \(blog\)	b
135	"MARKET SNAPSHOT: US Stocks Held Back By China, Last Week's Moves"	http://english.capital.gr/News.asp\?id=1972455	Capital.gr \(press release\)	b
136	"Market Hustle: Stocks Fall on Weak Asian Data, Ukraine Gas Tensions"	http://www.thestreet.com/story/12523053/1/market-hustle-stocks-fall-on-weak-data-from-asia.html	TheStreet.com	b
137	Asia Worries Send Stocks Sliding	http://www.foxbusiness.com/markets/2014/03/10/wall-street-slips-amid-asia-worries/	Fox Business	b
138	US stocks open lower on weak Asian data	http://www.tradingroom.com.au/apps/view_breaking_news_article.ac\?page=/data/news_research/published/2014/3/70/catf_140311_005600_8833.html	Trading Room	b
139	Stocks fall slightly at the open	http://www.stevenspointjournal.com/usatoday/article/6249183	Stevenspointjournal	b
140	Dow Jones Industrial Average: 5 Year Stock Market Crash Anniversary [Direxion  ...	http://etfdailynews.com/2014/03/10/dow-jones-industrial-average-5-year-stock-market-crash-anniversary/	ETF Daily News	b
141	Dow Averaging 3% Since 2000	http://news.stocktradersdaily.com/news_releases/Dow+Averaging+3+percent+Since+2000+31014.html	Stock Traders Daily	b
142	Wall St opens lower after S&P's record close	http://www.business-standard.com/article/international/wall-st-opens-lower-after-s-p-s-record-close-114031000870_1.html	Business Standard	b
143	US STOCKS SNAPSHOT-Wall St opens lower after S&P's record close	http://in.reuters.com/article/2014/03/10/markets-usa-stocks-open-idINZXN0R4D0520140310	Reuters	b
144	Buyer Beware: A Bull Market Doesn't Lift All Stocks	http://www.forbes.com/sites/investor/2014/03/10/buyer-beware-a-bull-market-doesnt-lift-all-stocks/	Forbes	b
145	"US stocks held back by China, last week's moves"	http://www.marketwatch.com/story/us-stocks-held-back-by-china-last-weeks-moves-2014-03-10\?link=MW_latest_news	MarketWatch	b
146	Dow Jones Transportation Average Pushing Higher	http://www.nasdaq.com/article/dow-jones-transportation-average-pushing-higher-cm333680	NASDAQ	b
147	Futures Pointing To A Lower Open On Wall Street	http://www.rttnews.com/2283379/futures-pointing-to-a-lower-open-on-wall-street.aspx\?type=mu&amp;utm_source=google&amp;utm_campaign=sitemap	RTT News	b
148	Dow Jones Industrial Average Gained Last Week	http://www.investing.com/analysis/dow-jones-industrial-average-gained-last-week-205343	Investing.com	b
149	Stocks May Come Under Pressure On Disappointing Chinese Data - U.S.  ...	http://www.rttnews.com/2283378/stocks-may-come-under-pressure-on-disappointing-chinese-data-u-s-commentary.aspx\?type=ts	RTT News	b
150	Wall Street opens lower after S&P's record close	http://www.buenosairesherald.com/article/154063/wall-street-opens-lower-after-sps-record-close	Buenos Aires Herald	b
151	"U.S. futures mixed to lower, Chinese data weighs; Dow Jones down 0.09%"	http://www.nasdaq.com/article/us-futures-mixed-to-lower-chinese-data-weighs-dow-jones-down-009-cm333648	NASDAQ	b
152	MARKET ANALYSIS: Global Growth Worries May Pressure Stocks	http://www.lse.co.uk/AllNews.asp\?code=li1589ig&amp;headline=MARKET_ANALYSIS_Global_Growth_Worries_May_Pressure_Stocks	London South East	b
153	Stocks futures edge lower on weak Chinese export data	http://seekingalpha.com/news/1616793-stocks-futures-edge-lower-on-weak-chinese-export-data	Seeking Alpha	b
154	"Stock Market News for March 10, 2014"	http://www.zacks.com/stock/news/125764/stock-market-news-for-march-10-2014	Zacks.com	b
155	Market Hustle: Stock Futures Slide Amid Weak China Trade Data	http://www.thestreet.com/story/12522541/1/market-hustle-stock-futures-little-changed-after-weak-china-japan-data.html	TheStreet.com	b
156	Today's Stock Market News and Earnings Calendar	http://moneymorning.com/2014/03/10/todays-stock-market-news-earnings-calendar-15/	Money Morning	b
157	"US STOCKS-Wall St to dip at open after record, China data"	http://uk.reuters.com/article/2014/03/10/markets-usa-stocks-idUKL2N0M70OK20140310	Reuters UK	b
158	US futures lower after record high	http://www.iol.co.za/business/international/us-futures-lower-after-record-high-1.1658991	Independent Online	b
159	Stock Futures Dip After Asia Selloff	http://www.foxbusiness.com/markets/2014/03/10/stock-futures-dip-after-asia-selloff/\?cmpid=edpick	Fox Business	b
160	"Dow Jones Industrial Average Points Lower; Data from China, Japan Disappoint"	http://www.schaeffersresearch.com/commentary/content/ezines/dow+jones+industrial+average+points+lower+data+from+china+japan+disappoint/openingview.aspx\?id=120095	Schaeffers Research	b
161	Stock Futures Slip on Weak China Data	http://stream.wsj.com/story/latest-headlines/SS-2-63399/SS-2-476772/	Wall Street Journal	b
162	"US STOCKS-Futures edge lower after record high, China data"	http://in.reuters.com/article/2014/03/10/markets-usa-stocks-idINL2N0M70MT20140310	Reuters	b
163	Uncertain Mood Prevails On Wall Street	http://www.rttnews.com/2283198/uncertain-mood-prevails-on-wall-street.aspx\?type=glcom	RTT News	b
164	Futures Suggest A Slow Start Following A Mixed Week; Quarterly Earnings From  ...	http://www.ibtimes.com/futures-suggest-slow-start-following-mixed-week-quarterly-earnings-retailers-economic-data-should	International Business Times	b
165	"Stock futures ease as Chinese trade, payrolls compete"	http://www.marketwatch.com/story/stock-futures-ease-as-chinese-trade-payrolls-compete-2014-03-10\?link=MW_latest_news	MarketWatch	b
166	Don't Chase Stocks in This Five-Year-Old Bull	http://investorplace.com/2014/03/daily-stock-market-news-dont-chase-stocks-five-year-old-bull/	Investorplace.com	b
